key,text,en
$hooks$useTooltips$useTooltips52,添加工作流调用SOP能力,Add workflow invoke SOP capability
$hooks$useTooltips$useTooltips53,选择空间硬件配置,Select space hardware configuration
$hooks$useTooltips$useTooltips54,选择空间存储空间,Select space storage space
$hooks$useTooltips$useTooltips55,设置空间变量和密钥,Space variable and Key Settings
$hooks$useTooltips$useTooltips56,重命名,Rename
$hooks$useTooltips$useTooltips57,调整空间可见性,Adjust spatial visibility
$hooks$useTooltips$useTooltips58,反映Al每天的互动总次数，每回答用户一个问题算一条Message。提示词编排和调试的消息不计入。,"Reflecting the total number of interactions per day for Al, each response to a user's question counts as a Message. Messages for prompt arrangement and debugging are not included."
$hooks$useTooltips$useTooltips59,与Al有效互动，即有一问一答以上的唯一用户数。提示词编排和调试的会话不计入。,"Effective interaction with Al, that is, the number of unique users with more than one question and answer. Sessions for prompt arrangement and debugging are not counted."
$hooks$useTooltips$useTooltips60,反应每个会话用户的持续沟通次数，如果用户与 Al 问答了10轮，即为 10。该指标反映了用户粘性。仅在对话型应用和低代码应用提供。,"Reflect the number of continuous communication times per session user. If the user has answered questions and answers with Al for 10 rounds, it is 10. This indicator reflects user stickiness. Only available in conversational and low-code applications."
$hooks$useTooltips$useTooltips61,衡量大模型的性能。统计大模型从请求开始到输出完毕这段期间的 Tokens 输出速度。,Measure the performance of models. Statistics the token output speed of the model from the beginning of the request to the completion of the output.
$hooks$useTooltips$useTooltips62,反映每日该应用请求语言模型的 Tokens 花费，用于成本控制。,Reflect the Tokens cost of the daily application request language model for cost control.
$hooks$useTooltips$useTooltips63,控制回复的随机性。值越大，回复越随机，值越小回复越一致,"Control the randomness of the reply. The larger the value, the more random the reply, and the smaller the value, the more consistent the reply"
$hooks$useTooltips$useTooltips64,控制生成多样性,Control generative diversity
$hooks$useTooltips$useTooltips65,控制生成时对上下文已存在的话题的偏好程度,Controls the preference level for topics that already exist in context when generated
$hooks$useTooltips$useTooltips66,影响常见与罕见词汇使用,Affects the use of common and rare vocabulary
$hooks$useTooltips$useTooltips67,用于限制回复的最大长度，以token为单位,"Used to limit the maximum length of replies, in tokens"
$hooks$useTooltips$useTooltips68,展示您在市场上添加/个人创建的所有生态资源,Display all the ecological resources you have added from the store or you have created
$hooks$useTooltips$useTooltips69,训练大模型的样本数据,Sample data for training models
$hooks$useTooltips$useTooltips70,提供各类开源的数据集进行训练,Provide various open source datasets for training
$hooks$useTooltips$useTooltips71,处理多种任务的深度神经网络,Deep neural networks for multiple tasks
$hooks$useTooltips$useTooltips72,展示私有模型的详细信息,Show details of the private model
$hooks$useTooltips$useTooltips73,对大模型进行微调训练，满足个性化需求,Fine-tune training of models to meet personalized needs
$hooks$useTooltips$useTooltips74,展示全部企业知识库资源,Display all Enterprise Knowledge Base resources
$hooks$useTooltips$useTooltips75,展示全部我的工作台的AI能力,Display all AI capabilities of Studio
$hooks$useTooltips$useTooltips76,解决具体需求的应用程序,Applications that address specific needs
$hooks$useTooltips$useTooltips77,根据用户具体需求定制化应用程序,Customize applications based on specific user needs
$hooks$useTooltips$useTooltips78,展示全部空间,Show all spaces
$hooks$useTooltips$useTooltips79,查看与编辑空间,View and Edit space
$hooks$useTooltips$useTooltips80,提供各类开源的数据集进行训练,Provide various open source datasets for training
$hooks$useTooltips$useTooltips81,展示公有数据集的详细信息,Display details of a public dataset
$hooks$useTooltips$useTooltips82,提供各类开源的大模型进行微调,Provide various open-source models for fine-tuning
$hooks$useTooltips$useTooltips83,展示公有模型的详细信息,Display details of public models
$hooks$useTooltips$useTooltips84,展示全部市场上的AI能力,Demonstrate all AI capabilities in the store
$hooks$useTooltips$useTooltips85,提供各类模板应用程序进行个性化定制,Provide various template applications for personalized customization
$hooks$useTooltips$useTooltips86,展示公有AI应用的详细信息,Display details of public AI applications
$hooks$useTooltips$useTooltips87,管理提示词库,Manage prompt thesaurus
$hooks$useTooltips$useTooltips88,编辑管理您的提示词,Edit and Manage your prompt
$hooks$useTooltips$useTooltips89,查看并编辑内部工具详情,View and Edit internal tool details
$hooks$useTooltips$useTooltips90,查看外部插件详情,View external plugin details
$hooks$useTooltips$useTooltips91,提供提示词框架示例供您参考,Provide prompt framework examples for your reference
$hooks$useTooltips$useTooltips92,展示全部云原生Kubernets集群环境,Display all Cloud Native Kubernets cluster environments
$hooks$useTooltips$useTooltips93,查看集群的详细信息,View details of the cluster
$hooks$useTooltips$useTooltips94,查看调用大模型的计费账单情况,View the billing bill of model calling
$hooks$useTooltips$useTooltips95,查看调用大模型的计费账单详细情况,View the billing details of model calling
$hooks$useTooltips$useTooltips96,查看应用日志信息,View app log information
$hooks$useTooltips$useTooltips97,查看应用的调用日志详情,View application call log details
$hooks$useTooltips$useTooltips98,管理用户基本信息，配置用户角色,Manage basic user information and configure user role
$hooks$useTooltips$useTooltips99,管理和维护不同角色的权限和功能,Manage and maintain permissions and functions for different roles
$hooks$useTooltips$useTooltips100,实时显示当前CPU的负载情况，帮助您了解系统的CPU资源消耗,Real-time display of the current CPU load to help you understand the CPU resource consumption of the system
$hooks$useTooltips$useTooltips101,实时显示当前内存的使用情况，帮助您了解系统的内存消耗,Real-time display of current memory usage to help you understand system memory consumption
$hooks$useTooltips$useTooltips102,实时显示当前磁盘的使用情况，帮助您了解系统的磁盘资源消耗,Real-time display of the current disk usage to help you understand the system's disk resource consumption
$hooks$useTooltips$useTooltips103,实时显示当前正在使用的GPU资源，帮助您了解系统的GPU资源消耗,"Real-time display of GPU resources currently in use, helping you understand the GPU resource consumption of the system"
$hooks$useTooltips$useTooltips104,选择大模型,Select Model
$hooks$useTooltips$useTooltips105,选择知识库,Select Knowledge
$hooks$useTooltips$useTooltips106,选择AI能力,Select AI Capabilities
$hooks$useTooltips$useTooltips107,选择持久层服务,Select persistence layer service
$hooks$useTooltips$useTooltips108,上下文窗口包含历史会话，增强会话理解能力,"The context window contains historical conversations, enhancing conversation understanding capabilities"
$hooks$useTooltips$useTooltips109,AI根据回复提供相关的问题建议,AI provides relevant question suggestions based on replies
$hooks$useTooltips$useTooltips110,为提供问题示范引导用户体验,Provide problem demonstration to guide user experience
$hooks$useTooltips$useTooltips111,输入对话开场白引导用户体验,Enter dialogue openings to guide user experience
$hooks$useTooltips$useTooltips112,选择搜索引擎提高RAG检索的准确性,Choose a search engine to improve the accuracy of RAG retrieval
$hooks$useTooltips$useTooltips113,导入上传文件专业数据，提升AI在对应领域回答的专业性,Import and upload professional data to enhance the professionalism of AI's answers in corresponding fields
$hooks$useTooltips$useTooltips114,导入知识库内专业数据，提升AI在对应领域回答的专业性,Import professional data of Knowledge Base to enhance the professionalism of AI's answers in corresponding fields
$hooks$useTooltips$useTooltips115,创建指令为用户提供标准命令,Create instructions to provide users with standard commands
$hooks$useTooltips$useTooltips116,语音对话增强聊天体验,Voice conversation enhances the chat experience
$hooks$useTooltips$useTooltips117,过滤应用对话的敏感信息,Filter sensitive information from app conversations
$hooks$useTooltips$useTooltips118,查看工具集详情,View tool details
$hooks$useTooltips$useTooltips119,查看和编辑工作流,View and Edit workflow
$hooks$useTooltips$useTooltips120,展示个人工作流,Display personal workflow
$hooks$useTooltips$useTooltips121,用于机器识别,For machine recognition
$hooks$useTooltips$useTooltips122,用于模型理解,For model understanding
$hooks$useTooltips$useTooltips123,提供各类工具供你调用,Provide various tools for your calling
$hooks$useTooltips$useTooltips124,管理内外部工具,Manage internal and external tools
$hooks$useTooltips$useTooltips125,用于筛选与用户问题相似度最高的文本片段。系统同时会根据选用模型上下文窗口大小动态调整分段数量。,Used to filter text fragments with the highest similarity to user questions. The system will also dynamically adjust the number of segments based on the selected model context window size.
$hooks$useTooltips$useTooltips126,用于设置文本片段筛选的相似度值。,Used to set the similarity value for text fragment filtering.
$hooks$useTooltips$useTooltips127,查看与编辑企业知识库资源,View and Edit Enterprise Knowledge Base resource
$hooks$useTooltips$useTooltips128,查看与编辑企业知识库目录,View and Edit Enterprise Knowledge Base Directory
$components$ModelList$index0,您确定要删除这个吗？,Are you sure you want to delete this?
$components$ModelList$index1,您确定要删除「,"Are you sure you want to delete """
$components$ModelList$index2,」吗？删除主模型，对应副本也将被删除。,"Delete the main model, and the corresponding replica will also be deleted."
$components$ModelList$index3,您确定要删除「,"Are you sure you want to delete """
$components$ModelList$index4,」吗？,"""?"
$components$ModelList$index5,您确认要共享这个吗？,Are you sure you want to share this?
$components$ModelList$index6,您确认要取消共享,You confirm that you want to cancel sharing
$components$ModelList$index7,」吗？确认后，平台其他租户将不能继续使用此模型。,"After confirmation, other platform tenants will no longer be able to use this model."
